CMDLINE /home/ioana/.pyenv/versions/3.10.0/envs/cw2/bin/python3.10 run_cv_model.py
MEM 894.472656 1710279919.8456
MEM 892.949219 1710279919.9471
MEM 893.144531 1710279920.0488
MEM 893.148438 1710279920.1499
MEM 893.355469 1710279920.2516
MEM 893.726562 1710279920.3531
MEM 894.417969 1710279920.4541
MEM 894.121094 1710279920.5558
MEM 894.320312 1710279920.6574
MEM 894.097656 1710279920.7589
MEM 895.437500 1710279920.8605
MEM 894.636719 1710279920.9616
MEM 894.113281 1710279921.0626
MEM 894.121094 1710279921.1638
MEM 895.437500 1710279921.2650
MEM 893.914062 1710279921.3665
MEM 894.660156 1710279921.4676
MEM 894.441406 1710279921.5686
MEM 894.320312 1710279921.6697
MEM 894.136719 1710279921.7712
MEM 893.914062 1710279921.8722
MEM 894.136719 1710279921.9733
MEM 893.914062 1710279922.0750
MEM 894.097656 1710279922.1760
MEM 893.914062 1710279922.2770
MEM 894.343750 1710279922.3781
MEM 894.113281 1710279922.4792
MEM 894.675781 1710279922.5808
MEM 894.097656 1710279922.6823
MEM 893.914062 1710279922.7838
MEM 894.421875 1710279922.8850
MEM 894.121094 1710279922.9863
MEM 893.914062 1710279923.0876
MEM 894.316406 1710279923.1891
MEM 894.136719 1710279923.2902
MEM 894.097656 1710279923.3918
MEM 894.136719 1710279923.4928
MEM 895.437500 1710279923.5943
MEM 893.914062 1710279923.6953
MEM 893.914062 1710279923.7965
MEM 893.914062 1710279923.8981
MEM 894.320312 1710279923.9996
MEM 894.121094 1710279924.1013
MEM 894.121094 1710279924.2027
MEM 895.437500 1710279924.3043
MEM 893.914062 1710279924.4054
MEM 894.324219 1710279924.5064
MEM 894.097656 1710279924.6076
MEM 895.816406 1710279924.7091
MEM 893.914062 1710279924.8101
MEM 894.113281 1710279924.9112
MEM 893.914062 1710279925.0127
MEM 893.914062 1710279925.1137
MEM 894.417969 1710279925.2148
MEM 894.320312 1710279925.3158
MEM 893.914062 1710279925.4175
MEM 893.914062 1710279925.5192
MEM 893.914062 1710279925.6204
MEM 896.214844 1710279925.7220
MEM 895.316406 1710279925.8234
MEM 896.035156 1710279925.9250
MEM 895.316406 1710279926.0261
MEM 895.316406 1710279926.1276
MEM 895.718750 1710279926.2291
MEM 895.824219 1710279926.3302
MEM 895.718750 1710279926.4315
MEM 885.386719 1710279926.5331
MEM 888.789062 1710279926.6346
MEM 890.878906 1710279926.7363
MEM 892.195312 1710279926.8379
MEM 890.675781 1710279926.9390
MEM 890.675781 1710279927.0405
MEM 890.898438 1710279927.1421
MEM 890.675781 1710279927.2436
MEM 890.675781 1710279927.3451
MEM 891.078125 1710279927.4466
MEM 892.703125 1710279927.5481
MEM 894.699219 1710279927.6498
MEM 892.519531 1710279927.7508
MEM 892.718750 1710279927.8518
MEM 892.726562 1710279927.9530
MEM 892.703125 1710279928.0546
MEM 892.718750 1710279928.1557
MEM 892.726562 1710279928.2567
MEM 894.042969 1710279928.3583
MEM 892.519531 1710279928.4599
MEM 892.718750 1710279928.5617
MEM 894.562500 1710279928.6633
MEM 894.546875 1710279928.7649
MEM 894.363281 1710279928.8666
MEM 894.363281 1710279928.9682
MEM 894.363281 1710279929.0699
MEM 894.363281 1710279929.1715
MEM 894.894531 1710279929.2727
MEM 894.367188 1710279929.3743
MEM 894.765625 1710279929.4756
MEM 894.562500 1710279929.5772
MEM 894.363281 1710279929.6787
MEM 894.367188 1710279929.7801
MEM 894.363281 1710279929.8818
MEM 894.363281 1710279929.9833
MEM 894.363281 1710279930.0848
MEM 894.363281 1710279930.1863
MEM 894.585938 1710279930.2879
MEM 895.886719 1710279930.3889
MEM 894.773438 1710279930.4904
MEM 894.558594 1710279930.5914
MEM 894.871094 1710279930.6930
MEM 894.562500 1710279930.7946
MEM 894.562500 1710279930.8959
MEM 894.363281 1710279930.9974
MEM 894.363281 1710279931.0990
MEM 894.570312 1710279931.2000
MEM 895.886719 1710279931.3013
MEM 894.363281 1710279931.4028
MEM 894.773438 1710279931.5040
MEM 895.886719 1710279931.6051
MEM 894.363281 1710279931.7067
MEM 894.570312 1710279931.8084
MEM 894.558594 1710279931.9098
MEM 894.363281 1710279932.0114
MEM 894.867188 1710279932.1124
MEM 894.546875 1710279932.2140
MEM 894.585938 1710279932.3156
MEM 894.363281 1710279932.4174
MEM 894.914062 1710279932.5190
MEM 894.562500 1710279932.6201
MEM 894.363281 1710279932.7216
MEM 894.363281 1710279932.8231
MEM 894.562500 1710279932.9247
MEM 894.546875 1710279933.0262
MEM 894.363281 1710279933.1273
MEM 894.886719 1710279933.2288
MEM 894.570312 1710279933.3303
MEM 894.363281 1710279933.4320
MEM 894.363281 1710279933.5338
MEM 894.546875 1710279933.6358
MEM 894.367188 1710279933.7374
MEM 894.769531 1710279933.8384
MEM 895.886719 1710279933.9398
MEM 894.363281 1710279934.0417
MEM 894.558594 1710279934.1434
MEM 894.363281 1710279934.2446
MEM 894.367188 1710279934.3464
MEM 894.546875 1710279934.4478
MEM 894.863281 1710279934.5496
MEM 894.562500 1710279934.6509
MEM 894.363281 1710279934.7525
MEM 894.363281 1710279934.8535
MEM 894.363281 1710279934.9550
MEM 894.363281 1710279935.0560
MEM 894.363281 1710279935.1575
MEM 894.363281 1710279935.2590
MEM 894.363281 1710279935.3607
MEM 894.570312 1710279935.4618
MEM 894.585938 1710279935.5634
MEM 895.886719 1710279935.6648
MEM 894.769531 1710279935.7658
MEM 894.765625 1710279935.8673
MEM 894.558594 1710279935.9689
MEM 894.363281 1710279936.0705
MEM 894.585938 1710279936.1721
MEM 894.570312 1710279936.2737
MEM 894.546875 1710279936.3752
MEM 896.246094 1710279936.4763
MEM 894.363281 1710279936.5773
MEM 895.167969 1710279936.6789
MEM 894.765625 1710279936.7798
MEM 894.585938 1710279936.8808
MEM 894.570312 1710279936.9824
MEM 895.886719 1710279937.0839
MEM 894.363281 1710279937.1855
MEM 894.765625 1710279937.2870
MEM 894.562500 1710279937.3886
MEM 894.585938 1710279937.4897
MEM 895.886719 1710279937.5911
MEM 894.363281 1710279937.6922
MEM 894.363281 1710279937.7937
MEM 894.363281 1710279937.8952
MEM 885.988281 1710279937.9967
MEM 891.863281 1710279938.0983
MEM 891.824219 1710279938.1998
MEM 891.640625 1710279938.3014
MEM 891.863281 1710279938.4030
MEM 891.847656 1710279938.5041
MEM 891.640625 1710279938.6053
MEM 891.636719 1710279938.7065
MEM 891.640625 1710279938.8080
MEM 892.882812 1710279938.9090
MEM 893.105469 1710279939.0101
MEM 894.222656 1710279939.1119
MEM 892.906250 1710279939.2135
MEM 893.402344 1710279939.3145
MEM 893.609375 1710279939.4162
MEM 894.925781 1710279939.5172
MEM 893.949219 1710279939.6183
MEM 893.585938 1710279939.7199
MEM 893.402344 1710279939.8215
MEM 894.246094 1710279939.9230
MEM 893.597656 1710279940.0240
MEM 893.402344 1710279940.1255
MEM 893.601562 1710279940.2266
MEM 893.402344 1710279940.3280
MEM 893.609375 1710279940.4290
MEM 893.402344 1710279940.5300
MEM 893.800781 1710279940.6317
MEM 893.601562 1710279940.7327
MEM 893.625000 1710279940.8343
MEM 893.625000 1710279940.9359
MEM 894.925781 1710279941.0375
MEM 893.402344 1710279941.1391
MEM 893.402344 1710279941.2408
MEM 893.402344 1710279941.3418
MEM 893.906250 1710279941.4429
MEM 893.898438 1710279941.5445
MEM 893.601562 1710279941.6462
MEM 894.695312 1710279941.7477
MEM 893.808594 1710279941.8489
MEM 893.609375 1710279941.9500
MEM 893.601562 1710279942.0511
MEM 894.925781 1710279942.1525
MEM 893.402344 1710279942.2541
MEM 893.402344 1710279942.3556
MEM 893.808594 1710279942.4567
MEM 894.000000 1710279942.5583
MEM 895.316406 1710279942.6593
MEM 893.792969 1710279942.7603
MEM 894.000000 1710279942.8619
MEM 894.015625 1710279942.9635
MEM 893.792969 1710279943.0650
MEM 893.792969 1710279943.1667
MEM 894.195312 1710279943.2682
MEM 894.000000 1710279943.3693
MEM 893.792969 1710279943.4710
MEM 893.792969 1710279943.5720
MEM 894.296875 1710279943.6736
MEM 893.992188 1710279943.7753
MEM 894.000000 1710279943.8769
MEM 893.792969 1710279943.9786
MEM 894.320312 1710279944.0802
MEM 894.000000 1710279944.1818
MEM 893.992188 1710279944.2834
MEM 893.792969 1710279944.3850
MEM 894.000000 1710279944.4860
MEM 893.792969 1710279944.5870
MEM 894.000000 1710279944.6881
MEM 895.316406 1710279944.7892
MEM 894.195312 1710279944.8902
MEM 895.316406 1710279944.9913
MEM 894.195312 1710279945.0929
MEM 893.976562 1710279945.1945
MEM 893.792969 1710279945.2960
MEM 893.792969 1710279945.3975
MEM 894.195312 1710279945.4991
MEM 894.015625 1710279945.6008
MEM 894.015625 1710279945.7023
MEM 894.000000 1710279945.8038
MEM 893.792969 1710279945.9054
MEM 893.792969 1710279946.0070
MEM 894.000000 1710279946.1085
MEM 894.000000 1710279946.2096
MEM 893.992188 1710279946.3106
MEM 894.015625 1710279946.4122
MEM 895.531250 1710279946.5137
MEM 893.792969 1710279946.6146
MEM 893.792969 1710279946.7162
MEM 893.992188 1710279946.8180
MEM 895.316406 1710279946.9196
MEM 893.792969 1710279947.0214
MEM 895.316406 1710279947.1229
MEM 893.976562 1710279947.2244
MEM 893.976562 1710279947.3255
MEM 895.316406 1710279947.4271
MEM 893.792969 1710279947.5283
MEM 894.195312 1710279947.6299
MEM 894.000000 1710279947.7313
MEM 895.316406 1710279947.8325
MEM 893.792969 1710279947.9339
MEM 894.523438 1710279948.0350
MEM 894.320312 1710279948.1360
MEM 894.195312 1710279948.2376
MEM 894.316406 1710279948.3393
MEM 894.296875 1710279948.4404
MEM 894.000000 1710279948.5419
MEM 893.992188 1710279948.6430
MEM 893.992188 1710279948.7445
MEM 893.792969 1710279948.8456
MEM 893.792969 1710279948.9467
MEM 894.539062 1710279949.0483
MEM 893.792969 1710279949.1496
MEM 894.191406 1710279949.2513
MEM 894.000000 1710279949.3529
MEM 893.992188 1710279949.4541
MEM 893.792969 1710279949.5551
MEM 893.988281 1710279949.6565
MEM 893.792969 1710279949.7581
MEM 894.000000 1710279949.8598
MEM 893.792969 1710279949.9608
MEM 894.000000 1710279950.0618
MEM 893.792969 1710279950.1627
MEM 894.000000 1710279950.2638
MEM 894.015625 1710279950.3647
MEM 893.792969 1710279950.4663
MEM 894.000000 1710279950.5672
MEM 893.792969 1710279950.6683
MEM 894.195312 1710279950.7693
MEM 894.308594 1710279950.8710
MEM 894.343750 1710279950.9720
MEM 894.542969 1710279951.0737
MEM 894.566406 1710279951.1751
MEM 894.550781 1710279951.2766
MEM 894.371094 1710279951.3780
MEM 895.867188 1710279951.4798
MEM 895.867188 1710279951.5812
MEM 894.343750 1710279951.6825
MEM 894.894531 1710279951.7835
MEM 894.550781 1710279951.8846
MEM 895.867188 1710279951.9862
MEM 894.898438 1710279952.0877
MEM 894.550781 1710279952.1890
MEM 894.566406 1710279952.2903
MEM 894.566406 1710279952.3913
MEM 894.539062 1710279952.4929
MEM 894.542969 1710279952.5945
MEM 894.347656 1710279952.6961
MEM 894.343750 1710279952.7976
MEM 894.343750 1710279952.8992
MEM 894.343750 1710279953.0003
MEM 894.898438 1710279953.1021
MEM 894.566406 1710279953.2037
MEM 894.546875 1710279953.3053
MEM 894.343750 1710279953.4068
MEM 894.527344 1710279953.5084
MEM 894.527344 1710279953.6094
MEM 894.347656 1710279953.7111
MEM 894.343750 1710279953.8127
MEM 894.542969 1710279953.9143
MEM 894.343750 1710279954.0159
MEM 894.839844 1710279954.1176
MEM 894.843750 1710279954.2191
MEM 895.101562 1710279954.3208
MEM 895.867188 1710279954.4219
MEM 895.867188 1710279954.5231
MEM 894.343750 1710279954.6247
MEM 894.343750 1710279954.7262
MEM 894.542969 1710279954.8277
MEM 894.542969 1710279954.9287
MEM 895.867188 1710279955.0305
MEM 894.343750 1710279955.1321
MEM 894.343750 1710279955.2336
MEM 894.898438 1710279955.3352
MEM 894.750000 1710279955.4364
MEM 894.527344 1710279955.5376
MEM 894.371094 1710279955.6391
MEM 894.343750 1710279955.7407
MEM 894.343750 1710279955.8424
MEM 894.343750 1710279955.9435
MEM 894.746094 1710279956.0447
MEM 894.539062 1710279956.1458
MEM 895.867188 1710279956.2468
MEM 894.343750 1710279956.3479
MEM 894.343750 1710279956.4493
MEM 894.343750 1710279956.5508
MEM 894.871094 1710279956.6520
MEM 894.542969 1710279956.7535
MEM 894.566406 1710279956.8545
MEM 894.542969 1710279956.9561
MEM 894.343750 1710279957.0571
MEM 894.343750 1710279957.1582
MEM 894.742188 1710279957.2598
MEM 894.843750 1710279957.3613
MEM 894.527344 1710279957.4624
MEM 894.371094 1710279957.5634
MEM 894.343750 1710279957.6649
MEM 894.343750 1710279957.7659
MEM 894.851562 1710279957.8674
MEM 894.550781 1710279957.9684
MEM 894.343750 1710279958.0700
MEM 894.343750 1710279958.1710
MEM 895.175781 1710279958.2725
MEM 894.742188 1710279958.3735
MEM 894.550781 1710279958.4746
MEM 894.347656 1710279958.5761
MEM 894.343750 1710279958.6772
MEM 894.343750 1710279958.7789
MEM 894.343750 1710279958.8805
MEM 894.343750 1710279958.9821
MEM 894.343750 1710279959.0832
MEM 894.343750 1710279959.1849
MEM 894.847656 1710279959.2866
MEM 894.839844 1710279959.3877
MEM 894.746094 1710279959.4892
MEM 894.550781 1710279959.5907
MEM 894.550781 1710279959.6922
MEM 894.566406 1710279959.7933
MEM 894.597656 1710279959.8948
MEM 894.343750 1710279959.9958
MEM 894.343750 1710279960.0973
MEM 894.343750 1710279960.1988
MEM 894.742188 1710279960.3004
MEM 894.750000 1710279960.4019
MEM 894.550781 1710279960.5034
MEM 895.867188 1710279960.6049
MEM 894.343750 1710279960.7064
MEM 894.871094 1710279960.8079
MEM 895.312500 1710279960.9094
MEM 894.746094 1710279961.0108
MEM 894.527344 1710279961.1124
MEM 894.343750 1710279961.2139
MEM 894.343750 1710279961.3155
MEM 894.753906 1710279961.4172
MEM 894.746094 1710279961.5189
MEM 894.847656 1710279961.6205
MEM 894.847656 1710279961.7220
MEM 894.566406 1710279961.8235
MEM 894.550781 1710279961.9251
MEM 894.343750 1710279962.0267
MEM 895.105469 1710279962.1282
MEM 895.632812 1710279962.2292
MEM 895.511719 1710279962.3309
MEM 895.328125 1710279962.4320
MEM 895.312500 1710279962.5332
MEM 895.234375 1710279962.6348
MEM 896.628906 1710279962.7358
MEM 895.105469 1710279962.8368
MEM 895.308594 1710279962.9382
MEM 895.304688 1710279963.0393
MEM 895.109375 1710279963.1403
MEM 895.316406 1710279963.2413
MEM 895.292969 1710279963.3425
MEM 895.175781 1710279963.4440
MEM 895.109375 1710279963.5457
MEM 895.511719 1710279963.6473
MEM 895.316406 1710279963.7490
MEM 895.332031 1710279963.8501
MEM 895.109375 1710279963.9513
MEM 895.109375 1710279964.0530
MEM 895.109375 1710279964.1540
MEM 895.835938 1710279964.2560
MEM 895.316406 1710279964.3570
MEM 895.636719 1710279964.4585
MEM 895.292969 1710279964.5600
MEM 895.316406 1710279964.6615
MEM 895.332031 1710279964.7626
MEM 895.109375 1710279964.8641
MEM 895.519531 1710279964.9657
MEM 895.332031 1710279965.0671
MEM 895.332031 1710279965.1682
MEM 895.109375 1710279965.2692
MEM 895.109375 1710279965.3708
MEM 895.109375 1710279965.4718
MEM 895.109375 1710279965.5733
MEM 895.617188 1710279965.6743
MEM 895.308594 1710279965.7760
MEM 895.308594 1710279965.8774
MEM 895.316406 1710279965.9789
MEM 895.109375 1710279966.0804
MEM 895.109375 1710279966.1820
MEM 895.308594 1710279966.2837
MEM 895.332031 1710279966.3852
MEM 895.292969 1710279966.4863
MEM 895.316406 1710279966.5879
MEM 895.292969 1710279966.6895
MEM 895.304688 1710279966.7910
MEM 895.109375 1710279966.8926
MEM 895.109375 1710279966.9941
MEM 895.109375 1710279967.0957
MEM 895.109375 1710279967.1972
MEM 895.511719 1710279967.2987
MEM 895.332031 1710279967.4003
MEM 895.308594 1710279967.5016
MEM 895.308594 1710279967.6027
MEM 896.632812 1710279967.7044
MEM 895.109375 1710279967.8059
MEM 895.316406 1710279967.9071
MEM 895.292969 1710279968.0086
MEM 895.292969 1710279968.1101
MEM 895.316406 1710279968.2118
MEM 895.109375 1710279968.3132
MEM 895.109375 1710279968.4141
MEM 895.109375 1710279968.5158
MEM 895.613281 1710279968.6184
MEM 895.308594 1710279968.7200
MEM 895.332031 1710279968.8213
MEM 895.316406 1710279968.9228
MEM 895.308594 1710279969.0244
MEM 896.632812 1710279969.1262
MEM 895.308594 1710279969.2279
MEM 895.109375 1710279969.3295
MEM 895.109375 1710279969.4311
MEM 895.511719 1710279969.5325
MEM 895.316406 1710279969.6336
MEM 895.308594 1710279969.7351
MEM 895.109375 1710279969.8366
MEM 895.109375 1710279969.9381
MEM 895.109375 1710279970.0397
MEM 895.515625 1710279970.1412
MEM 896.835938 1710279970.2428
MEM 895.507812 1710279970.3443
MEM 895.613281 1710279970.4459
MEM 895.632812 1710279970.5475
MEM 895.332031 1710279970.6490
MEM 895.292969 1710279970.7500
MEM 895.332031 1710279970.8518
MEM 896.632812 1710279970.9532
MEM 895.332031 1710279971.0543
MEM 895.292969 1710279971.1559
MEM 896.632812 1710279971.2574
MEM 895.109375 1710279971.3585
MEM 895.109375 1710279971.4603
MEM 895.839844 1710279971.5619
MEM 895.511719 1710279971.6630
MEM 895.316406 1710279971.7644
MEM 895.109375 1710279971.8660
MEM 895.109375 1710279971.9676
MEM 895.613281 1710279972.0691
MEM 895.609375 1710279972.1707
MEM 895.332031 1710279972.2722
MEM 896.632812 1710279972.3733
MEM 895.109375 1710279972.4743
MEM 895.109375 1710279972.5759
MEM 895.109375 1710279972.6770
MEM 895.109375 1710279972.7786
MEM 895.109375 1710279972.8802
MEM 895.652344 1710279972.9811
MEM 895.511719 1710279973.0825
MEM 896.019531 1710279973.1841
MEM 895.609375 1710279973.2856
MEM 895.609375 1710279973.3867
MEM 895.335938 1710279973.4883
MEM 896.292969 1710279973.5894
MEM 896.269531 1710279973.6910
MEM 896.265625 1710279973.7921
MEM 896.292969 1710279973.8936
MEM 896.070312 1710279973.9947
MEM 896.476562 1710279974.0963
MEM 896.277344 1710279974.1980
MEM 896.277344 1710279974.2995
MEM 897.593750 1710279974.4012
MEM 896.070312 1710279974.5022
MEM 896.070312 1710279974.6033
MEM 896.070312 1710279974.7044
MEM 896.070312 1710279974.8059
MEM 896.292969 1710279974.9073
MEM 896.277344 1710279975.0084
MEM 896.277344 1710279975.1099
MEM 896.277344 1710279975.2110
MEM 896.269531 1710279975.3126
MEM 896.269531 1710279975.4137
MEM 897.593750 1710279975.5147
MEM 897.593750 1710279975.6164
MEM 896.476562 1710279975.7175
MEM 897.113281 1710279975.8190
MEM 897.433594 1710279975.9200
MEM 897.433594 1710279976.0210
MEM 897.437500 1710279976.1221
MEM 897.441406 1710279976.2231
MEM 897.441406 1710279976.3241
MEM 897.945312 1710279976.4252
MEM 897.945312 1710279976.5263
MEM 897.441406 1710279976.6273
MEM 897.441406 1710279976.7284
MEM 897.441406 1710279976.8299
MEM 897.441406 1710279976.9310
MEM 897.441406 1710279977.0320
MEM 897.441406 1710279977.1336
MEM 897.441406 1710279977.2347
MEM 897.441406 1710279977.3360
MEM 897.441406 1710279977.4372
MEM 897.441406 1710279977.5382
MEM 897.441406 1710279977.6393
MEM 897.441406 1710279977.7405
MEM 897.441406 1710279977.8416
MEM 897.441406 1710279977.9427
MEM 897.441406 1710279978.0438
MEM 897.441406 1710279978.1452
MEM 897.949219 1710279978.2463
MEM 897.949219 1710279978.3474
MEM 897.441406 1710279978.4485
MEM 897.441406 1710279978.5495
MEM 897.441406 1710279978.6512
MEM 897.464844 1710279978.7524
MEM 897.464844 1710279978.8535
MEM 897.945312 1710279978.9545
MEM 897.441406 1710279979.0555
MEM 897.441406 1710279979.1570
MEM 897.441406 1710279979.2581
MEM 897.441406 1710279979.3592
MEM 897.441406 1710279979.4602
MEM 897.441406 1710279979.5613
MEM 897.441406 1710279979.6627
MEM 897.441406 1710279979.7637
MEM 897.441406 1710279979.8648
MEM 897.441406 1710279979.9659
MEM 897.972656 1710279980.0669
MEM 897.441406 1710279980.1678
MEM 897.441406 1710279980.2692
MEM 897.441406 1710279980.3706
MEM 897.945312 1710279980.4715
MEM 897.945312 1710279980.5724
MEM 897.441406 1710279980.6732
MEM 897.945312 1710279980.7748
MEM 898.226562 1710279980.8757
MEM 897.464844 1710279980.9767
MEM 897.441406 1710279981.0777
MEM 897.464844 1710279981.1786
MEM 897.464844 1710279981.2796
MEM 897.453125 1710279981.3807
MEM 897.964844 1710279981.4817
MEM 897.457031 1710279981.5826
MEM 897.457031 1710279981.6838
MEM 897.964844 1710279981.7849
MEM 897.457031 1710279981.8859
MEM 897.457031 1710279981.9873
MEM 897.457031 1710279982.0886
MEM 897.457031 1710279982.1896
MEM 897.457031 1710279982.2910
MEM 897.460938 1710279982.3922
MEM 897.460938 1710279982.4934
MEM 897.460938 1710279982.5945
MEM 897.460938 1710279982.6955
MEM 897.460938 1710279982.7965
MEM 897.460938 1710279982.8976
MEM 897.460938 1710279982.9989
MEM 897.964844 1710279983.1000
MEM 897.964844 1710279983.2013
MEM 897.464844 1710279983.3024
MEM 897.464844 1710279983.4035
MEM 897.464844 1710279983.5045
MEM 897.464844 1710279983.6055
MEM 897.464844 1710279983.7066
MEM 897.992188 1710279983.8077
MEM 897.464844 1710279983.9087
MEM 897.464844 1710279984.0100
MEM 897.968750 1710279984.1111
MEM 897.968750 1710279984.2122
MEM 897.972656 1710279984.3133
MEM 897.464844 1710279984.4144
MEM 897.464844 1710279984.5161
MEM 897.464844 1710279984.6171
MEM 897.464844 1710279984.7181
MEM 897.464844 1710279984.8192
MEM 897.464844 1710279984.9201
MEM 939.558594 1710279985.0216
MEM 940.152344 1710279985.1225
MEM 940.101562 1710279985.2234
MEM 940.101562 1710279985.3245
MEM 941.132812 1710279985.4255
MEM 941.132812 1710279985.5265
MEM 941.132812 1710279985.6274
MEM 941.132812 1710279985.7285
MEM 941.132812 1710279985.8296
MEM 941.132812 1710279985.9304
MEM 941.132812 1710279986.0315
MEM 941.132812 1710279986.1326
MEM 941.132812 1710279986.2336
MEM 941.132812 1710279986.3345
MEM 941.132812 1710279986.4355
MEM 941.132812 1710279986.5365
MEM 941.132812 1710279986.6374
MEM 941.132812 1710279986.7384
MEM 941.132812 1710279986.8393
MEM 941.132812 1710279986.9403
MEM 941.132812 1710279987.0412
MEM 941.132812 1710279987.1419
MEM 941.132812 1710279987.2427
MEM 941.132812 1710279987.3435
MEM 941.132812 1710279987.4444
MEM 921.125000 1710279987.5452
MEM 921.964844 1710279987.6465
MEM 925.589844 1710279987.7474
MEM 925.695312 1710279987.8489
MEM 925.691406 1710279987.9524
MEM 925.957031 1710279988.0539
MEM 926.789062 1710279988.1554
MEM 926.796875 1710279988.2563
MEM 927.320312 1710279988.3579
MEM 927.398438 1710279988.4593
MEM 927.636719 1710279988.5602
MEM 929.816406 1710279988.6613
MEM 929.765625 1710279988.7624
MEM 929.765625 1710279988.8639
MEM 929.953125 1710279988.9649
MEM 929.894531 1710279989.0664
MEM 929.851562 1710279989.1680
MEM 929.765625 1710279989.2691
MEM 929.976562 1710279989.3702
MEM 930.476562 1710279989.4714
MEM 930.769531 1710279989.5736
MEM 930.734375 1710279989.6764
MEM 930.750000 1710279989.7776
MEM 930.726562 1710279989.8789
MEM 930.773438 1710279989.9803
MEM 930.753906 1710279990.0820
MEM 930.703125 1710279990.1849
MEM 930.683594 1710279990.2882
MEM 930.914062 1710279990.3909
MEM 930.875000 1710279990.4926
MEM 930.855469 1710279990.5957
MEM 930.808594 1710279990.6982
MEM 930.781250 1710279990.7997
MEM 930.757812 1710279990.9026
MEM 930.769531 1710279991.0051
MEM 930.707031 1710279991.1067
MEM 930.937500 1710279991.2093
MEM 930.929688 1710279991.3106
MEM 930.871094 1710279991.4120
MEM 930.871094 1710279991.5135
MEM 930.871094 1710279991.6165
MEM 931.554688 1710279991.7194
MEM 931.527344 1710279991.8225
MEM 931.503906 1710279991.9239
MEM 931.492188 1710279992.0256
MEM 931.457031 1710279992.1270
MEM 931.433594 1710279992.2288
MEM 931.414062 1710279992.3305
MEM 931.367188 1710279992.4332
MEM 931.570312 1710279992.5347
MEM 931.511719 1710279992.6361
MEM 931.464844 1710279992.7372
MEM 931.441406 1710279992.8386
MEM 931.609375 1710279992.9396
MEM 931.550781 1710279993.0407
MEM 931.496094 1710279993.1421
MEM 931.437500 1710279993.2431
MEM 931.621094 1710279993.3446
MEM 931.570312 1710279993.4456
MEM 931.507812 1710279993.5467
MEM 931.441406 1710279993.6477
MEM 931.625000 1710279993.7487
MEM 931.554688 1710279993.8503
MEM 931.503906 1710279993.9518
MEM 931.417969 1710279994.0533
MEM 931.593750 1710279994.1545
MEM 931.515625 1710279994.2554
MEM 931.433594 1710279994.3565
MEM 931.628906 1710279994.4578
MEM 931.574219 1710279994.5588
MEM 931.503906 1710279994.6601
MEM 932.460938 1710279994.7615
MEM 932.773438 1710279994.8629
MEM 932.710938 1710279994.9638
MEM 932.632812 1710279995.0648
MEM 932.894531 1710279995.1664
MEM 932.902344 1710279995.2675
MEM 932.824219 1710279995.3689
MEM 933.003906 1710279995.4703
MEM 933.976562 1710279995.5718
MEM 933.929688 1710279995.6739
MEM 934.132812 1710279995.7760
MEM 934.082031 1710279995.8786
MEM 934.062500 1710279995.9813
MEM 934.027344 1710279996.0827
MEM 934.027344 1710279996.1855
MEM 933.976562 1710279996.2885
MEM 933.945312 1710279996.3918
MEM 933.933594 1710279996.4945
MEM 934.148438 1710279996.5965
MEM 934.132812 1710279996.6993
MEM 934.109375 1710279996.8023
MEM 934.097656 1710279996.9045
MEM 934.042969 1710279997.0065
MEM 934.007812 1710279997.1079
MEM 933.980469 1710279997.2094
MEM 933.929688 1710279997.3110
MEM 933.898438 1710279997.4125
MEM 934.136719 1710279997.5148
MEM 934.093750 1710279997.6174
MEM 934.050781 1710279997.7189
MEM 934.007812 1710279997.8205
MEM 933.984375 1710279997.9227
MEM 933.921875 1710279998.0249
MEM 934.160156 1710279998.1273
MEM 934.121094 1710279998.2294
MEM 934.070312 1710279998.3316
MEM 934.042969 1710279998.4328
MEM 934.003906 1710279998.5347
MEM 933.968750 1710279998.6365
MEM 933.925781 1710279998.7390
MEM 933.949219 1710279998.8400
MEM 934.144531 1710279998.9416
MEM 934.113281 1710279999.0447
MEM 934.082031 1710279999.1465
MEM 934.078125 1710279999.2500
MEM 934.015625 1710279999.3530
MEM 933.996094 1710279999.4547
MEM 935.976562 1710279999.5578
MEM 933.929688 1710279999.6594
MEM 936.152344 1710279999.7630
MEM 934.132812 1710279999.8663
MEM 934.085938 1710279999.9698
MEM 934.062500 1710280000.0728
MEM 934.050781 1710280000.1745
MEM 934.019531 1710280000.2779
MEM 934.011719 1710280000.3815
MEM 935.976562 1710280000.4845
MEM 934.179688 1710280000.5861
MEM 934.152344 1710280000.6876
MEM 934.113281 1710280000.7891
MEM 936.089844 1710280000.8920
MEM 934.070312 1710280000.9936
MEM 936.023438 1710280001.0964
MEM 934.000000 1710280001.1980
MEM 934.207031 1710280001.3010
MEM 936.164062 1710280001.4045
MEM 934.140625 1710280001.5062
MEM 936.093750 1710280001.6092
MEM 934.070312 1710280001.7116
MEM 936.000000 1710280001.8126
MEM 934.222656 1710280001.9136
MEM 934.125000 1710280002.0147
MEM 934.054688 1710280002.1157
MEM 934.011719 1710280002.2173
MEM 934.156250 1710280002.3182
MEM 934.125000 1710280002.4192
MEM 934.039062 1710280002.5208
MEM 934.238281 1710280002.6223
MEM 934.195312 1710280002.7239
MEM 936.093750 1710280002.8255
MEM 934.031250 1710280002.9269
