CMDLINE /home/ioana/.pyenv/versions/3.10.0/envs/cw2/bin/python3.10 run_cv_model.py
MEM 871.019531 1710279317.8868
MEM 879.019531 1710279317.9886
MEM 901.289062 1710279318.0899
MEM 896.480469 1710279318.1919
MEM 879.125000 1710279318.2931
MEM 895.019531 1710279318.3947
MEM 877.289062 1710279318.4965
MEM 909.011719 1710279318.5982
MEM 887.019531 1710279318.6998
MEM 879.140625 1710279318.8014
MEM 895.019531 1710279318.9025
MEM 879.148438 1710279319.0037
MEM 895.019531 1710279319.1054
MEM 899.289062 1710279319.2070
MEM 879.121094 1710279319.3086
MEM 879.019531 1710279319.4103
MEM 908.480469 1710279319.5120
MEM 891.398438 1710279319.6136
MEM 875.019531 1710279319.7153
MEM 875.046875 1710279319.8168
MEM 879.125000 1710279319.9186
MEM 887.019531 1710279320.0201
MEM 879.125000 1710279320.1216
MEM 878.324219 1710279320.2227
MEM 888.023438 1710279320.3243
MEM 878.128906 1710279320.4254
MEM 888.023438 1710279320.5266
MEM 880.125000 1710279320.6283
MEM 897.500000 1710279320.7299
MEM 902.296875 1710279320.8310
MEM 876.105469 1710279320.9326
MEM 888.023438 1710279321.0343
MEM 880.144531 1710279321.1359
MEM 897.238281 1710279321.2372
MEM 902.292969 1710279321.3389
MEM 878.128906 1710279321.4401
MEM 896.023438 1710279321.5417
MEM 878.144531 1710279321.6427
MEM 909.484375 1710279321.7443
MEM 898.296875 1710279321.8458
MEM 880.125000 1710279321.9469
MEM 888.023438 1710279322.0485
MEM 909.484375 1710279322.1501
MEM 878.296875 1710279322.2518
MEM 880.152344 1710279322.3534
MEM 896.023438 1710279322.4550
MEM 880.128906 1710279322.5566
MEM 896.023438 1710279322.6582
MEM 900.296875 1710279322.7599
MEM 909.484375 1710279322.8612
MEM 868.023438 1710279322.9629
MEM 880.125000 1710279323.0648
MEM 909.484375 1710279323.1666
MEM 900.300781 1710279323.2682
MEM 880.167969 1710279323.3697
MEM 896.023438 1710279323.4714
MEM 904.296875 1710279323.5731
MEM 880.125000 1710279323.6747
MEM 896.023438 1710279323.7763
MEM 878.339844 1710279323.8779
MEM 866.050781 1710279323.9796
MEM 888.023438 1710279324.0813
MEM 878.144531 1710279324.1828
MEM 904.296875 1710279324.2840
MEM 872.710938 1710279324.3855
MEM 904.378906 1710279324.4872
MEM 878.144531 1710279324.5887
MEM 896.023438 1710279324.6904
MEM 909.484375 1710279324.7920
MEM 878.140625 1710279324.8930
MEM 882.300781 1710279324.9942
MEM 888.023438 1710279325.0961
MEM 888.023438 1710279325.1977
MEM 896.023438 1710279325.2988
MEM 880.152344 1710279325.3998
MEM 880.144531 1710279325.5015
MEM 896.023438 1710279325.6026
MEM 892.402344 1710279325.7039
MEM 896.023438 1710279325.8062
MEM 878.128906 1710279325.9075
MEM 900.292969 1710279326.0092
MEM 884.023438 1710279326.1107
MEM 878.128906 1710279326.2121
MEM 876.050781 1710279326.3131
MEM 900.292969 1710279326.4149
MEM 909.484375 1710279326.5164
MEM 880.144531 1710279326.6180
MEM 876.023438 1710279326.7192
MEM 909.484375 1710279326.8209
MEM 880.296875 1710279326.9219
MEM 895.500000 1710279327.0236
MEM 900.421875 1710279327.1246
MEM 878.140625 1710279327.2262
MEM 888.023438 1710279327.3278
MEM 909.484375 1710279327.4289
MEM 880.125000 1710279327.5305
MEM 900.292969 1710279327.6316
MEM 896.023438 1710279327.7330
MEM 880.125000 1710279327.8343
MEM 888.023438 1710279327.9360
MEM 880.125000 1710279328.0373
MEM 878.128906 1710279328.1391
MEM 888.023438 1710279328.2409
MEM 878.023438 1710279328.3426
MEM 900.300781 1710279328.4442
MEM 888.023438 1710279328.5458
MEM 880.136719 1710279328.6471
MEM 902.382812 1710279328.7486
MEM 888.023438 1710279328.8501
MEM 896.023438 1710279328.9514
MEM 864.027344 1710279329.0532
MEM 909.484375 1710279329.1546
MEM 882.148438 1710279329.2564
MEM 896.023438 1710279329.3575
MEM 878.296875 1710279329.4590
MEM 864.023438 1710279329.5602
MEM 888.023438 1710279329.6619
MEM 896.023438 1710279329.7634
MEM 878.785156 1710279329.8651
MEM 878.148438 1710279329.9664
MEM 892.535156 1710279330.0674
MEM 896.023438 1710279330.1686
MEM 880.125000 1710279330.2696
MEM 898.296875 1710279330.3712
MEM 878.136719 1710279330.4730
MEM 878.128906 1710279330.5746
MEM 880.164062 1710279330.6761
MEM 880.375000 1710279330.7772
MEM 878.023438 1710279330.8789
MEM 902.300781 1710279330.9811
MEM 878.144531 1710279331.0826
MEM 888.023438 1710279331.1837
MEM 880.152344 1710279331.2853
MEM 896.023438 1710279331.3867
MEM 878.292969 1710279331.4885
MEM 909.484375 1710279331.5899
MEM 878.144531 1710279331.6910
MEM 874.023438 1710279331.7921
MEM 901.484375 1710279331.8936
MEM 909.484375 1710279331.9946
MEM 902.300781 1710279332.0963
MEM 888.023438 1710279332.1981
MEM 880.125000 1710279332.2997
MEM 878.296875 1710279332.4009
MEM 896.023438 1710279332.5021
MEM 880.152344 1710279332.6032
MEM 876.023438 1710279332.7044
MEM 880.125000 1710279332.8060
MEM 876.023438 1710279332.9076
MEM 878.144531 1710279333.0092
MEM 896.023438 1710279333.1103
MEM 900.382812 1710279333.2119
MEM 872.027344 1710279333.3136
MEM 882.300781 1710279333.4152
MEM 878.292969 1710279333.5170
MEM 886.027344 1710279333.6183
MEM 864.031250 1710279333.7195
MEM 878.148438 1710279333.8213
MEM 896.027344 1710279333.9229
MEM 880.128906 1710279334.0239
MEM 896.027344 1710279334.1249
MEM 876.054688 1710279334.2261
MEM 890.542969 1710279334.3276
MEM 909.488281 1710279334.4288
MEM 878.148438 1710279334.5302
MEM 896.027344 1710279334.6313
MEM 878.132812 1710279334.7329
MEM 904.300781 1710279334.8345
MEM 880.132812 1710279334.9362
MEM 888.027344 1710279335.0378
MEM 880.152344 1710279335.1388
MEM 909.488281 1710279335.2400
MEM 902.324219 1710279335.3415
MEM 880.156250 1710279335.4426
MEM 884.300781 1710279335.5442
MEM 876.031250 1710279335.6461
MEM 888.027344 1710279335.7474
MEM 878.171875 1710279335.8490
MEM 909.593750 1710279335.9504
MEM 876.132812 1710279336.0523
MEM 880.246094 1710279336.1539
MEM 896.132812 1710279336.2551
MEM 900.589844 1710279336.3568
MEM 882.257812 1710279336.4579
MEM 896.132812 1710279336.5595
MEM 878.253906 1710279336.6607
MEM 896.132812 1710279336.7623
MEM 880.261719 1710279336.8639
MEM 896.132812 1710279336.9655
MEM 880.261719 1710279337.0671
MEM 880.308594 1710279337.1685
MEM 900.410156 1710279337.2696
MEM 900.410156 1710279337.3714
MEM 904.425781 1710279337.4724
MEM 884.281250 1710279337.5735
MEM 890.156250 1710279337.6751
MEM 880.277344 1710279337.7765
MEM 890.156250 1710279337.8776
MEM 880.261719 1710279337.9792
MEM 890.160156 1710279338.0810
MEM 902.433594 1710279338.1825
MEM 904.015625 1710279338.2840
MEM 904.460938 1710279338.3856
MEM 882.265625 1710279338.4872
MEM 890.160156 1710279338.5887
MEM 882.289062 1710279338.6903
MEM 911.621094 1710279338.7918
MEM 902.433594 1710279338.8930
MEM 882.304688 1710279338.9947
MEM 898.160156 1710279339.0962
MEM 904.558594 1710279339.1978
MEM 882.277344 1710279339.2994
MEM 890.160156 1710279339.4009
MEM 880.281250 1710279339.5025
MEM 890.160156 1710279339.6040
MEM 888.710938 1710279339.7057
MEM 880.281250 1710279339.8067
MEM 904.558594 1710279339.9083
MEM 880.281250 1710279340.0099
MEM 880.265625 1710279340.1116
MEM 880.265625 1710279340.2133
MEM 898.160156 1710279340.3148
MEM 890.160156 1710279340.4159
MEM 882.289062 1710279340.5176
MEM 911.621094 1710279340.6192
MEM 882.160156 1710279340.7206
MEM 882.261719 1710279340.8224
MEM 878.160156 1710279340.9235
MEM 897.578125 1710279341.0251
MEM 902.449219 1710279341.1263
MEM 893.875000 1710279341.2280
MEM 866.160156 1710279341.3292
MEM 880.265625 1710279341.4309
MEM 878.160156 1710279341.5325
MEM 880.281250 1710279341.6342
MEM 898.160156 1710279341.7353
MEM 896.429688 1710279341.8365
MEM 884.285156 1710279341.9383
MEM 898.160156 1710279342.0398
MEM 898.160156 1710279342.1410
MEM 880.308594 1710279342.2420
MEM 880.281250 1710279342.3431
MEM 882.265625 1710279342.4441
MEM 894.558594 1710279342.5453
MEM 898.160156 1710279342.6469
MEM 866.164062 1710279342.7480
MEM 901.636719 1710279342.8497
MEM 870.164062 1710279342.9513
MEM 882.300781 1710279343.0525
MEM 890.160156 1710279343.1541
MEM 880.281250 1710279343.2557
MEM 900.160156 1710279343.3573
MEM 890.429688 1710279343.4584
MEM 900.160156 1710279343.5601
MEM 904.437500 1710279343.6611
MEM 882.265625 1710279343.7627
MEM 890.160156 1710279343.8643
MEM 882.289062 1710279343.9658
MEM 866.160156 1710279344.0674
MEM 913.617188 1710279344.1694
MEM 866.160156 1710279344.2709
MEM 882.261719 1710279344.3725
MEM 890.667969 1710279344.4741
MEM 913.617188 1710279344.5756
MEM 904.433594 1710279344.6772
MEM 913.617188 1710279344.7784
MEM 882.265625 1710279344.8800
MEM 904.433594 1710279344.9811
MEM 913.617188 1710279345.0828
MEM 880.265625 1710279345.1839
MEM 900.160156 1710279345.2855
MEM 880.265625 1710279345.3871
MEM 900.160156 1710279345.4884
MEM 882.261719 1710279345.5895
MEM 878.160156 1710279345.6910
MEM 880.265625 1710279345.7926
MEM 906.441406 1710279345.8940
MEM 882.261719 1710279345.9956
MEM 880.437500 1710279346.0972
MEM 890.160156 1710279346.1989
MEM 878.265625 1710279346.3005
MEM 892.671875 1710279346.4016
MEM 913.617188 1710279346.5028
MEM 906.535156 1710279346.6044
MEM 866.187500 1710279346.7060
MEM 890.160156 1710279346.8077
MEM 878.277344 1710279346.9093
MEM 908.433594 1710279347.0107
MEM 882.289062 1710279347.1123
MEM 900.160156 1710279347.2135
MEM 902.441406 1710279347.3150
MEM 913.617188 1710279347.4166
MEM 882.281250 1710279347.5182
MEM 880.265625 1710279347.6198
MEM 890.160156 1710279347.7209
MEM 913.617188 1710279347.8221
MEM 884.285156 1710279347.9231
MEM 882.289062 1710279348.0241
MEM 882.261719 1710279348.1257
MEM 900.160156 1710279348.2268
MEM 904.539062 1710279348.3284
MEM 878.265625 1710279348.4300
MEM 890.160156 1710279348.5316
MEM 882.289062 1710279348.6331
MEM 900.160156 1710279348.7348
MEM 908.429688 1710279348.8364
MEM 882.273438 1710279348.9380
MEM 886.160156 1710279349.0397
MEM 890.160156 1710279349.1412
MEM 882.265625 1710279349.2424
MEM 890.160156 1710279349.3440
MEM 880.265625 1710279349.4456
MEM 890.160156 1710279349.5471
MEM 880.281250 1710279349.6486
MEM 880.562500 1710279349.7502
MEM 892.187500 1710279349.8519
MEM 884.285156 1710279349.9534
MEM 911.648438 1710279350.0545
MEM 904.433594 1710279350.1557
MEM 886.304688 1710279350.2569
MEM 892.187500 1710279350.3586
MEM 903.941406 1710279350.4603
MEM 896.863281 1710279350.5622
MEM 878.386719 1710279350.6633
MEM 879.984375 1710279350.7648
MEM 902.117188 1710279350.8659
MEM 893.871094 1710279350.9677
MEM 866.417969 1710279351.0690
MEM 880.531250 1710279351.1708
MEM 890.414062 1710279351.2726
MEM 909.875000 1710279351.3737
MEM 868.414062 1710279351.4747
MEM 909.875000 1710279351.5765
MEM 880.527344 1710279351.6775
MEM 890.851562 1710279351.7790
MEM 909.875000 1710279351.8800
MEM 880.523438 1710279351.9809
MEM 882.519531 1710279352.0821
MEM 904.660156 1710279352.1836
MEM 880.546875 1710279352.2848
MEM 892.886719 1710279352.3870
MEM 909.875000 1710279352.4887
MEM 880.511719 1710279352.5899
MEM 890.414062 1710279352.6909
MEM 909.875000 1710279352.7919
MEM 882.507812 1710279352.8929
MEM 902.656250 1710279352.9940
MEM 909.875000 1710279353.0951
MEM 902.660156 1710279353.1962
MEM 890.414062 1710279353.2979
MEM 880.519531 1710279353.3995
MEM 880.527344 1710279353.5011
MEM 892.867188 1710279353.6023
MEM 909.875000 1710279353.7033
MEM 882.531250 1710279353.8048
MEM 900.683594 1710279353.9063
MEM 890.414062 1710279354.0074
MEM 898.414062 1710279354.1085
MEM 884.531250 1710279354.2101
MEM 898.414062 1710279354.3117
MEM 884.531250 1710279354.4128
MEM 890.414062 1710279354.5139
MEM 880.527344 1710279354.6155
MEM 900.664062 1710279354.7171
MEM 898.414062 1710279354.8188
MEM 888.757812 1710279354.9199
MEM 909.875000 1710279355.0212
MEM 882.789062 1710279355.1227
MEM 890.414062 1710279355.2238
MEM 898.414062 1710279355.3255
MEM 882.535156 1710279355.4271
MEM 896.996094 1710279355.5288
MEM 898.414062 1710279355.6307
MEM 880.519531 1710279355.7324
MEM 890.914062 1710279355.8340
MEM 909.875000 1710279355.9350
MEM 880.542969 1710279356.0362
MEM 890.414062 1710279356.1374
MEM 880.527344 1710279356.2391
MEM 904.664062 1710279356.3407
MEM 903.875000 1710279356.4418
MEM 888.671875 1710279356.5429
MEM 909.875000 1710279356.6445
MEM 880.527344 1710279356.7460
MEM 890.414062 1710279356.8471
